analysis_type,parameter_name,parameter_value,initialization_index,initialization_seed,algorithm,epsilon,output_weight_count,hidden_width,q_dimension,n_train,n_test,n_features,n_classes,lambda_reg,estimated_L,mu,condition_number,converged,iterations,computational_time_seconds,initial_gradient_norm,final_gradient_norm,objective_value,objective_gap_to_ldlt,relative_error_to_ldlt,train_accuracy,test_accuracy,alpha,beta
sparsity,sparsity,0.1,7,103014,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,0.9546903330010537,2.33126568631742,7.766885654046204e-07,0.058925028099431905,2.4251434194155763e-13,8.27621759322537e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,7,103014,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.99371816600069,2.33126568631742,9.976680487232079e-07,0.05892502810755636,8.366966841588663e-12,1.0779488466022447e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,8,103015,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.4504926250010612,2.1596315781336353,7.821781779194006e-07,0.05892502809943317,2.4377722063206875e-13,8.281931046015381e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,8,103015,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,2.266068915998403,2.1596315781336353,9.991876422835552e-07,0.058925028107565496,8.376105364860109e-12,1.0775633860090801e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,9,103016,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.467451541000628,2.046369219622426,7.796421609747936e-07,0.05892502809943306,2.4367313722351014e-13,8.283818995361084e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,9,103016,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.7759913330010022,2.046369219622426,9.980230869589104e-07,0.05892502810755693,8.367542769782688e-12,1.0787241284603151e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,10,103017,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.000233415999901,1.9241036472798307,7.658737925841554e-07,0.05892502809943095,2.4155677458281843e-13,8.278298179769084e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,10,103017,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.8591535000014119,1.9241036472798307,9.989509654401604e-07,0.05892502810756047,8.37108160567368e-12,1.0777155493828473e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,11,103018,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.0344385409989627,2.284923222372817,7.811305346252677e-07,0.05892502809943369,2.442976376748618e-13,8.293648610045212e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,11,103018,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.5319623750001483,2.284923222372817,9.998411667425927e-07,0.05892502810758126,8.391870531809786e-12,1.0795484342908198e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,12,103019,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.0268287079998117,2.157537978216864,7.783000028317665e-07,0.05892502809943234,2.429514922575038e-13,8.272360444904552e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,12,103019,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.532617000000755,2.157537978216864,9.968726179629535e-07,0.05892502810753612,8.34673302696487e-12,1.07648356839716e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,13,103020,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.336608375000651,2.0480794546732484,7.763652474914165e-07,0.05892502809943276,2.433678258917382e-13,8.281677655013464e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,13,103020,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.8278142500003014,2.0480794546732484,9.981844529655027e-07,0.05892502810755214,8.362747994095088e-12,1.0774920050458809e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,14,103021,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.024636249998366,2.122113537389296,7.776096040127845e-07,0.0589250280994329,2.4350660376981637e-13,8.285435640769942e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,14,103021,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.5664228329987964,2.122113537389296,9.983520955571738e-07,0.058925028107564476,8.375085347456235e-12,1.0784183331156187e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,15,103022,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,0.9717425839990028,2.0594803521618457,7.717049526070553e-07,0.058925028099432064,2.426739365013475e-13,8.283391739494232e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,15,103022,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.5968696670006466,2.0594803521618457,9.980573250573413e-07,0.05892502810755709,8.367702364342477e-12,1.0782198444280908e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,16,103023,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.2344482079988666,2.148635865395963,7.789236602196873e-07,0.058925028099433605,2.442143709480149e-13,8.289270545265355e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,16,103023,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.938089499999478,2.148635865395963,9.993735681670467e-07,0.05892502810756648,8.377090687794464e-12,1.0784926149622758e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,17,103024,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.2278512909997517,2.066464546120375,7.741227615965447e-07,0.058925028099432133,2.4274332544038657e-13,8.276868987801441e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,17,103024,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,2.530998540998553,2.066464546120375,9.972321108423471e-07,0.0589250281075432,8.353810698746855e-12,1.0774008609308543e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,18,103025,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.1230406249997031,2.185064936193484,7.773876907078639e-07,0.05892502809943248,2.4309027013558193e-13,8.281853971774686e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,18,103025,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.5369680830008292,2.185064936193484,9.974937164171894e-07,0.05892502810754869,8.359299363824846e-12,1.0778329961246501e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,19,103026,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.0874590419989545,2.0112307580271196,7.765774248187404e-07,0.05892502809943301,2.436176260722789e-13,8.283195056044778e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,19,103026,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.4961987499991665,2.0112307580271196,9.99013265288684e-07,0.058925028107558244,8.368854220730526e-12,1.0777535969600235e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,20,103027,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,0.9564795000005688,1.9661587072725502,7.762500306097912e-07,0.05892502809943264,2.432498646953718e-13,8.288637595118551e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,20,103027,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.4749515000003157,1.9661587072725502,9.984376851223904e-07,0.05892502810756352,8.374127780097496e-12,1.0782199302199025e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,21,103028,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,0.9551166250003007,2.1676420118058704,7.774420073504631e-07,0.05892502809943296,2.4356905381495153e-13,8.281586675311635e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,21,103028,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.5071500840003864,2.1676420118058704,9.992705980937945e-07,0.058925028107571116,8.381725868922274e-12,1.0781141871603951e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,22,103029,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,0.9558191249998345,2.0142621557417915,7.763709910195252e-07,0.0589250280994327,2.4331231474050696e-13,8.279403094163973e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,22,103029,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.5863825830001588,2.0142621557417915,9.977026594675658e-07,0.058925028107559986,8.370595883100407e-12,1.078200868811448e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,23,103030,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,0.900478708999799,1.9791392151764766,7.742219886116344e-07,0.05892502809943237,2.429792478331194e-13,8.283063911283057e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,23,103030,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.5103640830002405,1.9791392151764766,9.979267440483652e-07,0.05892502810755648,8.367091741678934e-12,1.0778047933946828e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,24,103031,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.2347783329987578,2.2430457165086426,7.7703928884372e-07,0.05892502809943283,2.434372148307773e-13,8.289625669503698e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,24,103031,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,2.761328417000186,2.2430457165086426,9.986792665880952e-07,0.058925028107578145,8.388754968446932e-12,1.0798069204899302e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,25,103032,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.4235424580001563,2.176653299088032,7.753335620120461e-07,0.058925028099432536,2.431457812868132e-13,8.286464973346523e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,25,103032,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.7111812080001982,2.176653299088032,9.9751854050815e-07,0.05892502810754976,8.360367953486048e-12,1.0780470062622739e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,26,103033,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.2230287090005731,2.1335897516451463,7.776427220411941e-07,0.0589250280994323,2.4290985889408034e-13,8.274483945489948e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,26,103033,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.6063286660009908,2.1335897516451463,9.97380802364484e-07,0.058925028107542216,8.3528253758125e-12,1.0773036660227327e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,27,103034,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.0406227919993398,1.9891656392270747,7.74575743045393e-07,0.058925028099432675,2.4328455916489133e-13,8.282124567228716e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,27,103034,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.585405499999979,1.9891656392270747,9.97897288713043e-07,0.05892502810755648,8.367091741678934e-12,1.0776128475168866e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,28,103035,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.0922079579995625,2.1563702961813425,7.777998791479102e-07,0.05892502809943205,2.426600587135397e-13,8.28137859882724e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,28,103035,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.6632748329993774,2.1563702961813425,9.970628070468966e-07,0.05892502810754241,8.35301966484181e-12,1.0778971222264273e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,29,103036,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.0539944159991137,2.1021806593694956,7.739480942670213e-07,0.058925028099432196,2.4280577548552174e-13,8.281396524206107e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,29,103036,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.9130082909996418,2.1021806593694956,9.99336559077357e-07,0.05892502810756322,8.373829407659628e-12,1.0773762598490364e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,30,103037,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.1898113749994081,2.1482622579803365,7.78323982999099e-07,0.05892502809943213,2.4273638654648266e-13,8.272191566605857e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,30,103037,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.9648836249998567,2.1482622579803365,9.974858691873434e-07,0.05892502810754549,8.356100533735145e-12,1.0770067133565971e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,31,103038,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.415856249999706,2.165540604230308,7.735150542051154e-07,0.05892502809943152,2.4213270277684273e-13,8.282927925407777e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,31,103038,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,2.0667689999991126,2.165540604230308,9.980627796254004e-07,0.058925028107554955,8.365565185020074e-12,1.0775347549645228e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,32,103039,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.903625249999095,2.193463213344518,7.756410119399678e-07,0.058925028099432106,2.4271556986477094e-13,8.273197087653232e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,32,103039,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,4.3028675409987045,2.193463213344518,9.963188929146054e-07,0.058925028107534236,8.344845647823007e-12,1.0770259663270185e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,33,103040,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,26.115611749999516,2.133291857703148,7.768090655871217e-07,0.05892502809943283,2.434372148307773e-13,8.280217061569048e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,33,103040,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,6.2709260000010545,2.133291857703148,9.986742470667086e-07,0.058925028107560756,8.37136610032374e-12,1.0780214654707429e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,34,103041,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,3.8565011669998057,2.308946365815482,7.771002753574786e-07,0.05892502809943219,2.4279883659161783e-13,8.277559636406766e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,34,103041,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,3.595315334001498,2.308946365815482,9.98187931607696e-07,0.05892502810755192,8.362532888384067e-12,1.0773498830744074e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,35,103042,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,2.1247688330004166,2.0686928774777456,7.730186685896698e-07,0.05892502809943158,2.42188213928074e-13,8.288427878818161e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,35,103042,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,2.8121966250000696,2.0686928774777456,9.982304060630298e-07,0.05892502810756761,8.378221727500801e-12,1.0792801016766841e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,36,103043,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.6831314579994796,2.2856019313417195,7.818909837229033e-07,0.05892502809943393,2.4454049896149854e-13,8.289975272251483e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,36,103043,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,2.4579686249999213,2.2856019313417195,9.989443210164242e-07,0.05892502810756886,8.379470728403504e-12,1.078417950267474e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,37,103044,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.52914575000068,2.0443443311512848,7.72661319604279e-07,0.05892502809943227,2.428821033184647e-13,8.283060611153301e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,37,103044,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,2.0800259160005226,2.0443443311512848,9.973468338998557e-07,0.05892502810755082,8.361429604253345e-12,1.078033043734261e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,38,103045,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.2932620419996965,2.1828013710856693,7.816954163537994e-07,0.05892502809943326,2.4386742625281954e-13,8.281020161216653e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,38,103045,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.88687204100097,2.1828013710856693,9.9767159448069e-07,0.05892502810755008,8.360687142605627e-12,1.0776918070110383e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,39,103046,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.1656882910010609,2.2048620402333743,7.777787868337105e-07,0.05892502809943309,2.4370089279912577e-13,8.286919600471057e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparsity,0.1,39,103046,Nesterov,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1822,1.7502358330002608,2.2048620402333743,9.974738102297745e-07,0.05892502810755641,8.367022352739895e-12,1.0790007446927076e-05,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparsity,0.1,40,103047,Heavy Ball,1e-06,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,1150,1.1426557499999035,2.1068224237150623,7.755154586561628e-07,0.05892502809943251,2.4311802571119756e-13,8.273616028120032e-07,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
