analysis_type,parameter_name,parameter_value,algorithm,epsilon,number_of_trials,output_weight_count,hidden_width,q_dimension,n_train,n_test,n_features,n_classes,lambda_reg,estimated_L,mu,condition_number,convergence_rate,mean_computational_time_seconds,std_computational_time_seconds,mean_iterations,std_iterations,mean_initial_gradient_norm,std_initial_gradient_norm,mean_final_gradient_norm,std_final_gradient_norm,mean_objective_value,mean_objective_gap_to_ldlt,mean_relative_error_to_ldlt,mean_train_accuracy,mean_test_accuracy,alpha,beta
sparsity,sparseness_percentage,0.4,Heavy Ball,0.001,100,50000,500,501,1000,350,100,100,0.005,139.06256369625876,0.005,27812.512739251753,1.0,0.43778437044016755,0.06112588878623334,551.0,0.0,2.055143418618564,0.10002201602381355,0.0009616579364409197,1.3766973743353451e-05,0.12000783802535364,3.606013260226693e-07,0.0010804968825026795,0.9989999999999999,0.9971428571428572,0.02842215700943562,0.9763000651473779
sparsity,sparseness_percentage,0.4,Nesterov,0.001,100,50000,500,501,1000,350,100,100,0.005,139.06256369625876,0.005,27812.512739251753,1.0,0.6226796587499848,0.08841900798713369,762.78,0.41424630354415953,2.055143418618564,0.10002201602381355,0.000995681633309371,2.0977306723593196e-06,0.12001380360866598,6.326184638364013e-06,0.007309853543025975,0.9989999999999999,0.9971428571428572,0.007191007942182093,0.9880789771811653
sparsity,sparseness_percentage,0.5,LDLT,0.001,1,50000,500,501,1000,350,100,100,0.005,138.85536432778866,0.005,27771.072865557733,1.0,0.2252994580012455,0.0,0,0.0,,,8.108625806507442e-15,0.0,0.1442708074454839,0.0,0.0,0.999,0.9885714285714285,,
sparsity,sparseness_percentage,0.5,Heavy Ball,0.001,100,50000,500,501,1000,350,100,100,0.005,138.85536432778866,0.005,27771.072865557733,1.0,0.476720429609959,0.10052031427809915,551.0,0.0,2.020708330433314,0.10127759902549409,0.000907646443242929,1.4375876780122152e-05,0.14427114933960383,3.41894119946784e-07,0.0010931978284780867,0.9989999999999999,0.9885714285714289,0.02846431535314686,0.9762826001395206
sparsity,sparseness_percentage,0.5,Nesterov,0.001,100,50000,500,501,1000,350,100,100,0.005,138.85536432778866,0.005,27771.072865557733,1.0,0.644072949609872,0.10639622946712268,760.0,0.0,2.020708330433314,0.10127759902549409,0.0009958217570779993,7.62303918499168e-07,0.14427761761531946,6.810169835540502e-06,0.007413657109570623,0.9989999999999999,0.9885714285714289,0.007201738332840724,0.9880701392813774
sparsity,sparseness_percentage,0.6,LDLT,0.001,1,50000,500,501,1000,350,100,100,0.005,138.805390163131,0.005,27761.0780326262,1.0,0.21509729099852848,0.0,0,0.0,,,8.636341821587321e-15,0.0,0.171036383690222,0.0,0.0,1.0,0.8742857142857143,,
sparsity,sparseness_percentage,0.6,Heavy Ball,0.001,100,50000,500,501,1000,350,100,100,0.005,138.805390163131,0.005,27761.0780326262,1.0,0.4938843683902087,0.10283845161255177,551.0,0.0,1.9913090765054813,0.10246250610191351,0.0008502832945223257,1.519066956473835e-05,0.1710367013625808,3.176723588566022e-07,0.0010847960233867577,1.0,0.8742857142857144,0.028474502227784144,0.97627838196983
sparsity,sparseness_percentage,0.6,Nesterov,0.001,100,50000,500,501,1000,350,100,100,0.005,138.805390163131,0.005,27761.0780326262,1.0,0.6852388725101264,0.1574936202843368,754.96,0.19595917942265423,1.9913090765054813,0.10246250610191351,0.0009950576073631048,1.2179535819798927e-06,0.17104381810509964,7.434414877666995e-06,0.00771864264560984,1.0,0.8771428571428571,0.007204331177807651,0.9880680047293455
sparsity,sparseness_percentage,0.7,LDLT,0.001,1,50000,500,501,1000,350,100,100,0.005,138.84512317327287,0.005,27769.024634654572,1.0,0.23557954100033385,0.0,0,0.0,,,8.360880888016489e-15,0.0,0.19742558708165245,0.0,0.0,1.0,0.7314285714285714,,
sparsity,sparseness_percentage,0.7,Heavy Ball,0.001,100,50000,500,501,1000,350,100,100,0.005,138.84512317327287,0.005,27769.024634654572,1.0,0.559341877449915,0.15021660627458677,551.0,0.0,1.9627436529458628,0.10383941193790729,0.0008333727187185835,1.5425148068322356e-05,0.1974258875219058,3.0044025330355774e-07,0.0011016805865678339,1.0,0.7314285714285712,0.02846640234423326,0.9762817358983659
sparsity,sparseness_percentage,0.7,Nesterov,0.001,100,50000,500,501,1000,350,100,100,0.005,138.84512317327287,0.005,27769.024634654572,1.0,0.7445357475099444,0.15629450358258873,753.0,0.0,1.9627436529458628,0.10383941193790729,0.0009983922621448526,6.436297826644185e-07,0.19743360348776637,8.016406113972862e-06,0.007960672041558646,1.0,0.7314285714285712,0.007202269529856242,0.9880697019433223
sparsity,sparseness_percentage,0.8,LDLT,0.001,1,50000,500,501,1000,350,100,100,0.005,138.63531281391272,0.005,27727.062562782543,1.0,0.2362044169967703,0.0,0,0.0,,,8.60476972724169e-15,0.0,0.2269660553761871,0.0,0.0,0.999,0.35714285714285715,,
sparsity,sparseness_percentage,0.8,Heavy Ball,0.001,100,50000,500,501,1000,350,100,100,0.005,138.63531281391272,0.005,27727.062562782543,1.0,0.566083922039943,0.24206787944934266,551.0,0.0,1.9305762411486154,0.10510859920396827,0.0007177930091787037,1.7464387692789545e-05,0.22696632049968124,2.651234941272729e-07,0.0011032891722157884,0.9989999999999999,0.357142857142857,0.02850922605682511,0.9762640093003924
sparsity,sparseness_percentage,0.8,Nesterov,0.001,100,50000,500,501,1000,350,100,100,0.005,138.63531281391272,0.005,27727.062562782543,1.0,0.7406832283501718,0.27415517996097954,746.54,0.4983974317750845,1.9305762411486154,0.10510859920396827,0.0009963629309452608,2.9135180737326026e-06,0.22697489895748177,8.843581294663005e-06,0.008486509047560407,0.9989999999999999,0.357142857142857,0.007213169427779768,0.9880607315850541
sparsity,sparseness_percentage,0.9,LDLT,0.001,1,50000,500,501,1000,350,100,100,0.005,138.69733428543955,0.005,27739.46685708791,1.0,0.23510041699773865,0.0,0,0.0,,,8.983095793049812e-15,0.0,0.2586122406767745,0.0,0.0,0.99,0.12857142857142856,,
sparsity,sparseness_percentage,0.9,Heavy Ball,0.001,100,50000,500,501,1000,350,100,100,0.005,138.69733428543955,0.005,27739.46685708791,1.0,0.5172940562501753,0.11701911676792562,551.0,0.0,1.8996629814411634,0.10696557081486242,0.000669044599341274,1.9001010237084482e-05,0.2586124817199852,2.4104321072693224e-07,0.001113796797028968,0.9899999999999999,0.12857142857142853,0.02849655362683368,0.9762692535660202
sparsity,sparseness_percentage,0.9,Nesterov,0.001,100,50000,500,501,1000,350,100,100,0.005,138.69733428543955,0.005,27739.46685708791,1.0,0.6901532970694825,0.14120601568473198,742.02,0.14,1.8996629814411634,0.10696557081486242,0.0009982961753552332,9.448527023260309e-07,0.25862191319703326,9.67252025878107e-06,0.009121928108575351,0.9899999999999999,0.12285714285714285,0.00720994390520871,0.988063385398943
rho,rho,0.1,LDLT,0.001,1,50000,500,501,1000,350,100,100,0.001,162.3238907208329,0.001,162323.8907208329,1.0,0.24022541700105648,0.0,0,0.0,,,1.3742166616968316e-15,0.0,0.3886149703752332,0.0,0.0,0.975,0.5114285714285715,,
rho,rho,0.1,Heavy Ball,0.001,100,50000,500,501,1000,350,100,100,0.001,162.3238907208329,0.001,162323.8907208329,1.0,3.2989177095696505,7.6985559572979385,1405.52,6.627940856706555,2.4193264150938614,0.10791121846416422,0.0009309260425175921,7.799144768252032e-05,0.38861502828274685,5.790751364975755e-08,0.00149638493362343,0.9749999999999995,0.5114285714285716,0.02452021907936012,0.9901209412540064
rho,rho,0.1,Nesterov,0.001,100,50000,500,501,1000,350,100,100,0.001,162.3238907208329,0.001,162323.8907208329,1.0,1.5818486492094963,2.962245275731316,715.75,0.49749371855331,2.4193264150938614,0.10791121846416422,0.0009857605744583334,7.35052450706155e-06,0.3886197020655879,4.7316903546473774e-06,0.093624479388422,0.9749999999999995,0.5085714285714287,0.006160522616598781,0.9950482105174635
rho,rho,0.2,LDLT,0.001,1,50000,500,501,1000,350,100,100,0.001,163.73476091499697,0.001,163734.76091499696,1.0,0.38965820799785433,0.0,0,0.0,,,1.5097964568673054e-15,0.0,0.3832749826428939,0.0,0.0,0.981,0.5628571428571428,,
rho,rho,0.2,Heavy Ball,0.001,100,50000,500,501,1000,350,100,100,0.001,163.73476091499697,0.001,163734.76091499696,1.0,5.885736397920336,2.439700466307567,1455.56,23.58318044708983,2.5384693656878192,0.10952697797601553,0.0009525258443661962,4.413430840547066e-05,0.3832750242875443,4.164465035483289e-08,0.0012436768768612468,0.9809999999999998,0.5628571428571428,0.02430945292415785,0.9901633859821419
rho,rho,0.2,Nesterov,0.001,100,50000,500,501,1000,350,100,100,0.001,163.73476091499697,0.001,163734.76091499696,1.0,3.127194349169731,1.4260336642126645,760.58,0.5688585061331156,2.5384693656878192,0.10952697797601553,0.0009866288943972269,7.319034262262223e-06,0.3832792052711687,4.2226282747309665e-06,0.08757613502925155,0.9809999999999998,0.5628571428571428,0.006107438606266087,0.9950695382646089
rho,rho,0.3,LDLT,0.001,1,50000,500,501,1000,350,100,100,0.001,168.9011419500002,0.001,168901.1419500002,1.0,0.32988625000143657,0.0,0,0.0,,,1.685767933935592e-15,0.0,0.37678514624761167,0.0,0.0,0.986,0.6228571428571429,,
rho,rho,0.3,Heavy Ball,0.001,100,50000,500,501,1000,350,100,100,0.001,168.9011419500002,0.001,168901.1419500002,1.0,2.8757785274705383,0.8173364310211426,1645.52,7.98558701661938,2.7201801891932305,0.11591004320649961,0.0008892154523096646,8.201839827304799e-05,0.37678515682125074,1.0573639028788051e-08,0.000603206899438467,0.9860000000000002,0.6228571428571429,0.023567661575905688,0.990314260461594
rho,rho,0.3,Nesterov,0.001,100,50000,500,501,1000,350,100,100,0.001,168.9011419500002,0.001,168901.1419500002,1.0,1.4266797237399442,0.39904613126573146,824.04,0.6151422599691879,2.7201801891932305,0.11591004320649961,0.0009913380018105357,4.496289220798037e-06,0.3767888302799365,3.6840323247838703e-06,0.08060801712249006,0.9860000000000002,0.6199999999999999,0.005920623084336694,0.9951453464000091
rho,rho,0.4,LDLT,0.001,1,50000,500,501,1000,350,100,100,0.001,192.6995420875754,0.001,192699.5420875754,1.0,0.287802416998602,0.0,0,0.0,,,2.0073696346247213e-15,0.0,0.3687361972540623,0.0,0.0,0.988,0.7228571428571429,,
rho,rho,0.4,Heavy Ball,0.001,100,50000,500,501,1000,350,100,100,0.001,192.6995420875754,0.001,192699.5420875754,1.0,2.1438598537699,0.5057820064413637,1787.01,23.425411415810824,2.9538237035268935,0.12911981644515183,0.0008328913049243575,6.799842932974883e-05,0.3687362061102821,8.856219926300923e-09,0.0005382961976979366,0.9879999999999997,0.7228571428571425,0.02066345250306142,0.9909292493704012
rho,rho,0.4,Nesterov,0.001,100,50000,500,501,1000,350,100,100,0.001,192.6995420875754,0.001,192699.5420875754,1.0,1.1815860628899828,0.2703699909497055,987.61,1.3030349189488362,2.9538237035268935,0.12911981644515183,0.0009961142396214442,2.192897309862563e-06,0.36873903512379724,2.8378697349973335e-06,0.06824766566702575,0.9879999999999997,0.7228571428571425,0.00518942592788069,0.995454292958949
rho,rho,0.5,LDLT,0.001,1,50000,500,501,1000,350,100,100,0.001,232.6680125751411,0.001,232668.0125751411,1.0,0.23178062499937369,0.0,0,0.0,,,2.4696626032929483e-15,0.0,0.3584686202577563,0.0,0.0,0.992,0.7857142857142857,,
rho,rho,0.5,Heavy Ball,0.001,100,50000,500,501,1000,350,100,100,0.001,232.6680125751411,0.001,232668.0125751411,1.0,1.6919191929599038,0.10109807809279556,1670.0,0.0,3.228935350644686,0.14860963236256414,0.0008267720559169982,1.4222367157008435e-05,0.35846869372016776,7.346241155781197e-08,0.0015760016573299468,0.9920000000000004,0.785714285714286,0.017120815851233664,0.9917416592936803
rho,rho,0.5,Nesterov,0.001,100,50000,500,501,1000,350,100,100,0.001,232.6680125751411,0.001,232668.0125751411,1.0,1.2038480717102358,0.07133206977585457,1200.02,0.7208328516376039,3.228935350644686,0.14860963236256414,0.0009950154957708108,2.752901059833987e-06,0.3584708367030675,2.216445311230553e-06,0.05774073428138915,0.9920000000000004,0.785714285714286,0.004297969406847647,0.9958622692389145
rho,rho,0.6,LDLT,0.001,1,50000,500,501,1000,350,100,100,0.001,275.613244319543,0.001,275613.244319543,1.0,0.23590562499884982,0.0,0,0.0,,,3.198435552086114e-15,0.0,0.34486320978813634,0.0,0.0,0.996,0.8742857142857143,,
rho,rho,0.6,Heavy Ball,0.001,100,50000,500,501,1000,350,100,100,0.001,275.613244319543,0.001,275613.244319543,1.0,2.0761336912199475,0.21121512523589742,2003.19,46.74049529048659,3.535910006026508,0.17251445431753962,0.0008976400692821215,7.822197869304526e-05,0.34486323191641466,2.2128278427402393e-08,0.0008581301614313971,0.9960000000000001,0.8742857142857144,0.014457959081704972,0.9924097333534949
rho,rho,0.6,Nesterov,0.001,100,50000,500,501,1000,350,100,100,0.001,275.613244319543,0.001,275613.244319543,1.0,1.463431588309686,0.08010705119430289,1454.51,1.3963881981741324,3.535910006026508,0.17251445431753962,0.0009977703448688612,1.2628385946292977e-06,0.34486495114796284,1.741359826464839e-06,0.04705868223182584,0.9960000000000001,0.8742857142857144,0.0036282726632708945,0.9961976376972066
rho,rho,0.7,LDLT,0.001,1,50000,500,501,1000,350,100,100,0.001,319.1708916818668,0.001,319170.8916818668,1.0,0.23079554199648555,0.0,0,0.0,,,4.009223911245465e-15,0.0,0.32582862949825636,0.0,0.0,0.999,0.9371428571428572,,
rho,rho,0.7,Heavy Ball,0.001,100,50000,500,501,1000,350,100,100,0.001,319.1708916818668,0.001,319170.8916818668,1.0,2.0481787675600938,0.15525853711938148,2001.0,0.0,3.8663639854530785,0.19899891835097133,0.0006908737134445771,1.6631936753233123e-05,0.32582868983199326,6.033373689706689e-08,0.001381999050146365,0.9989999999999999,0.9371428571428574,0.012488222205013895,0.9929447524588892
rho,rho,0.7,Nesterov,0.001,100,50000,500,501,1000,350,100,100,0.001,319.1708916818668,0.001,319170.8916818668,1.0,1.7862345871305296,0.1439889619406942,1760.48,0.699714227381436,3.8663639854530785,0.19899891835097133,0.0009966721490155337,1.966434780573548e-06,0.32583006561003836,1.4361117819661207e-06,0.0363805110565334,0.9989999999999999,0.9371428571428574,0.003133117793826728,0.9964661321183421
rho,rho,0.8,LDLT,0.001,1,50000,500,501,1000,350,100,100,0.001,362.7314740566725,0.001,362731.4740566725,1.0,0.24465416699968046,0.0,0,0.0,,,5.7391997678595244e-15,0.0,0.2968132087812823,0.0,0.0,0.999,0.9885714285714285,,
rho,rho,0.8,Heavy Ball,0.001,100,50000,500,501,1000,350,100,100,0.001,362.7314740566725,0.001,362731.4740566725,1.0,2.305461628799967,0.19248572999194996,2265.22,14.961671029667775,4.213130707562174,0.22668762659648903,0.0004743764566702485,0.0001279510052877649,0.29681324037306067,3.1591778334449925e-08,0.000947716686686627,0.9989999999999999,0.9885714285714289,0.01099091272155698,0.9933804818156594
rho,rho,0.8,Nesterov,0.001,100,50000,500,501,1000,350,100,100,0.001,362.7314740566725,0.001,362731.4740566725,1.0,2.129501106640164,0.1660754020084756,2110.57,0.7517313349861106,4.213130707562174,0.22668762659648903,0.0009974003414169475,1.5661499835873357e-06,0.29681460906323115,1.400281948855664e-06,0.027063163077839635,0.9989999999999999,0.9885714285714289,0.002756860298932212,0.9966847454514689
rho,rho,0.9,LDLT,0.001,1,50000,500,501,1000,350,100,100,0.001,405.9595672866958,0.001,405959.5672866958,1.0,0.23814291699818568,0.0,0,0.0,,,8.632672230270509e-15,0.0,0.24461913347818937,0.0,0.0,0.999,0.9971428571428571,,
rho,rho,0.9,Heavy Ball,0.001,100,50000,500,501,1000,350,100,100,0.001,405.9595672866958,0.001,405959.5672866958,1.0,2.695899047500352,0.1375884542299299,2531.24,7.68,4.570063194526734,0.2545471470872542,0.0008631458760818744,7.957055636890151e-05,0.2446191507316353,1.7253445915577092e-08,0.0006624600768574998,0.9989999999999999,0.9971428571428572,0.009822341675235732,0.9937416992812255
rho,rho,0.9,Nesterov,0.001,100,50000,500,501,1000,350,100,100,0.001,405.9595672866958,0.001,405959.5672866958,1.0,2.6188950779501465,0.18881152517969138,2454.12,0.6209669878504008,4.570063194526734,0.2545471470872542,0.000998216113401728,1.0450272550360063e-06,0.24462079448288696,1.6610046975529258e-06,0.02077447148941717,0.9989999999999999,0.9971428571428572,0.0024632995021737778,0.9968659384697751
